volume_kg,distribution_channel,customer,brand,channel,store_format,category,year,month
385.44046199808025,0,1,1,FOOD SERVICE,3,3,2013,3
973.413595573374,0,1,1,FOOD SERVICE,3,3,2013,4
771.8698763920395,0,1,1,FOOD SERVICE,3,3,2013,5
782.8632330431006,0,1,1,FOOD SERVICE,3,3,2013,6
1440.94116700414,0,1,1,FOOD SERVICE,3,3,2013,7
758.0180874553489,0,1,1,FOOD SERVICE,3,3,2013,8
764.4977736587847,0,1,1,FOOD SERVICE,3,3,2013,9
765.004366673322,0,1,1,FOOD SERVICE,3,3,2013,10
1230.2441201199083,0,1,1,FOOD SERVICE,3,3,2013,11
612.3775738583174,0,1,1,FOOD SERVICE,3,3,2013,12
614.8818196748016,0,1,1,FOOD SERVICE,3,3,2014,1
923.4070432948336,0,1,1,FOOD SERVICE,3,3,2014,2
613.8315048928007,0,1,1,FOOD SERVICE,3,3,2014,3
1263.0799483903254,0,1,1,FOOD SERVICE,3,3,2014,4
606.9601443624772,0,1,1,FOOD SERVICE,3,3,2014,5
923.2781737685974,0,1,1,FOOD SERVICE,3,3,2014,6
1222.0654192778513,0,1,1,FOOD SERVICE,3,3,2014,7
604.1006737934346,0,1,1,FOOD SERVICE,3,3,2014,8
918.8236434068751,0,1,1,FOOD SERVICE,3,3,2014,9
937.6725816297786,0,1,1,FOOD SERVICE,3,3,2014,10
1842.0491434262278,0,1,1,FOOD SERVICE,3,3,2014,11
305.5785131788325,0,1,1,FOOD SERVICE,3,3,2015,1
609.3770407025503,0,1,1,FOOD SERVICE,3,3,2015,3
606.7569659039021,0,1,1,FOOD SERVICE,3,3,2015,4
379.83348171126937,0,1,1,FOOD SERVICE,3,3,2015,5
462.98226689356403,0,1,1,FOOD SERVICE,3,3,2015,6
770.9463377939114,0,1,1,FOOD SERVICE,3,3,2015,7
767.634311847597,0,1,1,FOOD SERVICE,3,3,2015,8
386.1279860720904,0,1,1,FOOD SERVICE,3,3,2015,9
549.218720554745,0,1,1,FOOD SERVICE,3,3,2015,10
610.9243128626287,0,1,1,FOOD SERVICE,3,3,2015,11
613.3478736629266,0,1,1,FOOD SERVICE,3,3,2015,12
384.5021400610346,0,1,1,FOOD SERVICE,3,3,2016,1
229.46849392800746,0,1,1,FOOD SERVICE,3,3,2016,2
699.8299116473123,0,1,1,FOOD SERVICE,3,3,2016,3
461.3198571481375,0,1,1,FOOD SERVICE,3,3,2016,4
310.16940276376414,0,1,1,FOOD SERVICE,3,3,2016,5
616.2113964785677,0,1,1,FOOD SERVICE,3,3,2016,6
829.3177062481763,0,1,1,FOOD SERVICE,3,3,2016,7
313.982681619624,0,1,1,FOOD SERVICE,3,3,2016,8
692.187504136155,0,1,1,FOOD SERVICE,3,3,2016,9
473.490564776057,0,1,1,FOOD SERVICE,3,3,2016,10
1076.4890849513604,0,1,1,FOOD SERVICE,3,3,2016,11
454.65602468717873,0,1,1,FOOD SERVICE,3,3,2016,12
153.22758014460157,0,1,1,FOOD SERVICE,3,3,2017,1
225.7009347724052,0,1,1,FOOD SERVICE,3,3,2017,2
382.70597820666836,0,1,1,FOOD SERVICE,3,3,2017,3
539.4903745375948,0,1,1,FOOD SERVICE,3,3,2017,4
468.18110390493064,0,1,1,FOOD SERVICE,3,3,2017,5
689.3038077177159,0,1,1,FOOD SERVICE,3,3,2017,6
543.1892918855955,0,1,1,FOOD SERVICE,3,3,2017,7
536.7211214377808,0,1,1,FOOD SERVICE,3,3,2017,8
309.4077342677622,0,1,1,FOOD SERVICE,3,3,2017,9
1102.9613859376016,0,1,1,FOOD SERVICE,3,3,2017,10
307.5997410974258,0,1,1,FOOD SERVICE,3,3,2017,11
542.4054898146578,0,1,1,FOOD SERVICE,3,3,2018,1
303.99377124780483,0,1,1,FOOD SERVICE,3,3,2018,2
153.9715766284978,0,1,1,FOOD SERVICE,3,3,2018,3
619.1019408548168,0,1,1,FOOD SERVICE,3,3,2018,4
232.40972470304428,0,1,1,FOOD SERVICE,3,3,2018,5
694.2530382492204,0,1,1,FOOD SERVICE,3,3,2018,6
384.10920728601764,0,1,1,FOOD SERVICE,3,3,2018,7
231.82546778684065,0,1,1,FOOD SERVICE,3,3,2018,8
610.934406947246,0,1,1,FOOD SERVICE,3,3,2018,9
1598.7159472328312,0,1,1,FOOD SERVICE,3,3,2018,10
308.8052136550301,0,1,1,FOOD SERVICE,3,3,2018,11
152.7720264489013,0,1,1,FOOD SERVICE,3,3,2018,12
78.04246327125541,0,1,1,FOOD SERVICE,3,3,2019,1
152.4206664247002,0,1,1,FOOD SERVICE,3,3,2019,2
380.80176387900985,0,1,1,FOOD SERVICE,3,3,2019,3
227.9279770806365,0,1,1,FOOD SERVICE,3,3,2019,4
234.50846933233277,0,1,1,FOOD SERVICE,3,3,2019,5
688.2592715484584,0,1,1,FOOD SERVICE,3,3,2019,6
386.75214759029467,0,1,1,FOOD SERVICE,3,3,2019,7
379.8172703489214,0,1,1,FOOD SERVICE,3,3,2019,8
384.19421421613447,0,1,1,FOOD SERVICE,3,3,2019,9
536.08368790987,0,1,1,FOOD SERVICE,3,3,2019,10
697.2121406953722,0,1,1,FOOD SERVICE,3,3,2019,11
304.5015987868623,0,1,1,FOOD SERVICE,3,3,2019,12
229.02649133201243,0,1,1,FOOD SERVICE,3,3,2020,1
381.03820715013984,0,1,1,FOOD SERVICE,3,3,2020,2
306.5493120570516,0,1,1,FOOD SERVICE,3,3,2020,3
768.7928231527503,0,1,1,FOOD SERVICE,3,3,2020,4
4367.3918253220445,0,1,1,FOOD SERVICE,3,6,2010,1
4778.48379829263,0,1,1,FOOD SERVICE,3,6,2010,2
6109.77244487391,0,1,1,FOOD SERVICE,3,6,2010,3
3503.206144893264,0,1,1,FOOD SERVICE,3,6,2010,4
9387.635297848312,0,1,1,FOOD SERVICE,3,6,2010,5
2958.705288730779,0,1,1,FOOD SERVICE,3,6,2010,6
2708.5157353912023,0,1,1,FOOD SERVICE,3,6,2010,7
4870.7258558625945,0,1,1,FOOD SERVICE,3,6,2010,8
8260.974870398022,0,1,1,FOOD SERVICE,3,6,2010,9
4740.577381113205,0,1,1,FOOD SERVICE,3,6,2010,10
6295.860504018451,0,1,1,FOOD SERVICE,3,6,2010,11
2149.437687041909,0,1,1,FOOD SERVICE,3,6,2010,12
9129.936151050428,0,1,1,FOOD SERVICE,3,6,2011,1
6371.804818151678,0,1,1,FOOD SERVICE,3,6,2011,2
4275.197738422862,0,1,1,FOOD SERVICE,3,6,2011,3
4894.825521900477,0,1,1,FOOD SERVICE,3,6,2011,4
5847.708772454971,0,1,1,FOOD SERVICE,3,6,2011,5
4475.105332978976,0,1,1,FOOD SERVICE,3,6,2011,6
3325.653101063654,0,1,1,FOOD SERVICE,3,6,2011,7
6304.17192294496,0,1,1,FOOD SERVICE,3,6,2011,8
6395.748285072288,0,1,1,FOOD SERVICE,3,6,2011,9
6653.513805808694,0,1,1,FOOD SERVICE,3,6,2011,10
2495.7777579692065,0,1,1,FOOD SERVICE,3,6,2011,11
3398.7474964674093,0,1,1,FOOD SERVICE,3,6,2011,12
8543.217653961065,0,1,1,FOOD SERVICE,3,6,2012,1
5609.748552390065,0,1,1,FOOD SERVICE,3,6,2012,2
6688.253944692868,0,1,1,FOOD SERVICE,3,6,2012,3
5318.3458559707,0,1,1,FOOD SERVICE,3,6,2012,4
5687.9886837215645,0,1,1,FOOD SERVICE,3,6,2012,5
6380.00679721404,0,1,1,FOOD SERVICE,3,6,2012,6
6155.366935412283,0,1,1,FOOD SERVICE,3,6,2012,7
6481.358713111404,0,1,1,FOOD SERVICE,3,6,2012,8
8565.633749812247,0,1,1,FOOD SERVICE,3,6,2012,9
6981.533500307399,0,1,1,FOOD SERVICE,3,6,2012,10
6912.809354985032,0,1,1,FOOD SERVICE,3,6,2012,11
3199.9369069907184,0,1,1,FOOD SERVICE,3,6,2012,12
7902.99166661359,0,1,1,FOOD SERVICE,3,6,2013,1
4830.7004868670565,0,1,1,FOOD SERVICE,3,6,2013,2
4784.228345591126,0,1,1,FOOD SERVICE,3,6,2013,3
6966.335198486672,0,1,1,FOOD SERVICE,3,6,2013,4
7743.723392478874,0,1,1,FOOD SERVICE,3,6,2013,5
4969.232581946266,0,1,1,FOOD SERVICE,3,6,2013,6
6938.61665882279,0,1,1,FOOD SERVICE,3,6,2013,7
5990.585542345196,0,1,1,FOOD SERVICE,3,6,2013,8
9516.595339614672,0,1,1,FOOD SERVICE,3,6,2013,9
5516.133202868131,0,1,1,FOOD SERVICE,3,6,2013,10
7999.679633705005,0,1,1,FOOD SERVICE,3,6,2013,11
6319.224907219855,0,1,1,FOOD SERVICE,3,6,2013,12
4749.48819693332,0,1,1,FOOD SERVICE,3,6,2014,1
5158.849096443124,0,1,1,FOOD SERVICE,3,6,2014,2
5379.349123033411,0,1,1,FOOD SERVICE,3,6,2014,3
10174.751788328645,0,1,1,FOOD SERVICE,3,6,2014,4
6402.742413618876,0,1,1,FOOD SERVICE,3,6,2014,5
5368.240924708442,0,1,1,FOOD SERVICE,3,6,2014,6
5144.364294856147,0,1,1,FOOD SERVICE,3,6,2014,7
9081.899716498589,0,1,1,FOOD SERVICE,3,6,2014,8
6306.9575688813775,0,1,1,FOOD SERVICE,3,6,2014,9
6070.214815192409,0,1,1,FOOD SERVICE,3,6,2014,10
8408.449846262507,0,1,1,FOOD SERVICE,3,6,2014,11
1665.0606841337872,0,1,1,FOOD SERVICE,3,6,2014,12
6702.818771857086,0,1,1,FOOD SERVICE,3,6,2015,1
4829.659105034346,0,1,1,FOOD SERVICE,3,6,2015,2
4648.736517748248,0,1,1,FOOD SERVICE,3,6,2015,3
4861.920206803096,0,1,1,FOOD SERVICE,3,6,2015,4
5225.16965686517,0,1,1,FOOD SERVICE,3,6,2015,5
4436.808143836859,0,1,1,FOOD SERVICE,3,6,2015,6
4280.041855881566,0,1,1,FOOD SERVICE,3,6,2015,7
5854.45738149669,0,1,1,FOOD SERVICE,3,6,2015,8
5419.57108855958,0,1,1,FOOD SERVICE,3,6,2015,9
5410.415137435177,0,1,1,FOOD SERVICE,3,6,2015,10
4561.399354212354,0,1,1,FOOD SERVICE,3,6,2015,11
4623.655124645242,0,1,1,FOOD SERVICE,3,6,2015,12
4567.498672022904,0,1,1,FOOD SERVICE,3,6,2016,1
6199.141694128573,0,1,1,FOOD SERVICE,3,6,2016,2
2606.703065843646,0,1,1,FOOD SERVICE,3,6,2016,3
5112.751703106644,0,1,1,FOOD SERVICE,3,6,2016,4
4181.385554763345,0,1,1,FOOD SERVICE,3,6,2016,5
5748.432804500915,0,1,1,FOOD SERVICE,3,6,2016,6
3344.23933780251,0,1,1,FOOD SERVICE,3,6,2016,7
5683.376843256599,0,1,1,FOOD SERVICE,3,6,2016,8
4746.261921754313,0,1,1,FOOD SERVICE,3,6,2016,9
4865.344894679632,0,1,1,FOOD SERVICE,3,6,2016,10
3772.1790552773837,0,1,1,FOOD SERVICE,3,6,2016,11
5882.74814902542,0,1,1,FOOD SERVICE,3,6,2016,12
2964.8853416078587,0,1,1,FOOD SERVICE,3,6,2017,1
3597.0563058449034,0,1,1,FOOD SERVICE,3,6,2017,2
4968.679991278649,0,1,1,FOOD SERVICE,3,6,2017,3
7404.49159278436,0,1,1,FOOD SERVICE,3,6,2017,4
3991.3688750636893,0,1,1,FOOD SERVICE,3,6,2017,5
6706.795912152032,0,1,1,FOOD SERVICE,3,6,2017,6
4254.976781657214,0,1,1,FOOD SERVICE,3,6,2017,7
7867.465222466576,0,1,1,FOOD SERVICE,3,6,2017,8
4845.475010346008,0,1,1,FOOD SERVICE,3,6,2017,9
6708.853104464341,0,1,1,FOOD SERVICE,3,6,2017,10
4566.566327600901,0,1,1,FOOD SERVICE,3,6,2017,11
3118.7595652870727,0,1,1,FOOD SERVICE,3,6,2017,12
8445.192645377345,0,1,1,FOOD SERVICE,3,6,2018,1
3667.6473308086593,0,1,1,FOOD SERVICE,3,6,2018,2
4233.522857823511,0,1,1,FOOD SERVICE,3,6,2018,3
7369.1283926329315,0,1,1,FOOD SERVICE,3,6,2018,4
4424.619922929073,0,1,1,FOOD SERVICE,3,6,2018,5
7590.152823054936,0,1,1,FOOD SERVICE,3,6,2018,6
3533.086637124671,0,1,1,FOOD SERVICE,3,6,2018,7
4974.261709468021,0,1,1,FOOD SERVICE,3,6,2018,8
8760.561196912247,0,1,1,FOOD SERVICE,3,6,2018,9
3898.174541561745,0,1,1,FOOD SERVICE,3,6,2018,10
7406.987871706772,0,1,1,FOOD SERVICE,3,6,2018,11
4354.63340827824,0,1,1,FOOD SERVICE,3,6,2018,12
4464.117058257355,0,1,1,FOOD SERVICE,3,6,2019,1
4228.2470328428835,0,1,1,FOOD SERVICE,3,6,2019,2
7266.2127221246,0,1,1,FOOD SERVICE,3,6,2019,3
4420.2206370888525,0,1,1,FOOD SERVICE,3,6,2019,4
3856.4819047723454,0,1,1,FOOD SERVICE,3,6,2019,5
7858.555230311441,0,1,1,FOOD SERVICE,3,6,2019,6
3642.201997723207,0,1,1,FOOD SERVICE,3,6,2019,7
4635.849181846175,0,1,1,FOOD SERVICE,3,6,2019,8
9244.171472597962,0,1,1,FOOD SERVICE,3,6,2019,9
5029.304250605427,0,1,1,FOOD SERVICE,3,6,2019,10
3265.1638108718635,0,1,1,FOOD SERVICE,3,6,2019,11
3828.8414341098114,0,1,1,FOOD SERVICE,3,6,2019,12
3688.3253180694487,0,1,1,FOOD SERVICE,3,6,2020,1
8408.18143928123,0,1,1,FOOD SERVICE,3,6,2020,2
4422.533975438918,0,1,1,FOOD SERVICE,3,6,2020,3
151.8500648616228,0,1,1,FOOD SERVICE,3,6,2020,4
7296.098401592278,0,1,1,FOOD SERVICE,3,10,2010,1
13358.46083367225,0,1,1,FOOD SERVICE,3,10,2010,2
15261.888180846458,0,1,1,FOOD SERVICE,3,10,2010,3
15161.311723915198,0,1,1,FOOD SERVICE,3,10,2010,4
22742.901231685693,0,1,1,FOOD SERVICE,3,10,2010,5
9102.030015549763,0,1,1,FOOD SERVICE,3,10,2010,6
15921.735810439988,0,1,1,FOOD SERVICE,3,10,2010,7
16079.382235476938,0,1,1,FOOD SERVICE,3,10,2010,8
11860.911718143256,0,1,1,FOOD SERVICE,3,10,2010,9
7086.332147659548,0,1,1,FOOD SERVICE,3,10,2010,10
14007.887651821884,0,1,1,FOOD SERVICE,3,10,2010,11
9364.780545224176,0,1,1,FOOD SERVICE,3,10,2010,12
10457.125993942156,0,1,1,FOOD SERVICE,3,10,2011,1
8789.65038420768,0,1,1,FOOD SERVICE,3,10,2011,2
10936.85360485398,0,1,1,FOOD SERVICE,3,10,2011,3
10719.85258358607,0,1,1,FOOD SERVICE,3,10,2011,4
12545.510608042938,0,1,1,FOOD SERVICE,3,10,2011,5
6018.848535813092,0,1,1,FOOD SERVICE,3,10,2011,6
13806.66902263359,0,1,1,FOOD SERVICE,3,10,2011,7
11116.573013159554,0,1,1,FOOD SERVICE,3,10,2011,8
6411.470829317029,0,1,1,FOOD SERVICE,3,10,2011,9
9388.936845428374,0,1,1,FOOD SERVICE,3,10,2011,10
6240.879455155712,0,1,1,FOOD SERVICE,3,10,2011,11
6770.309108284371,0,1,1,FOOD SERVICE,3,10,2011,12
12453.544487917385,0,1,1,FOOD SERVICE,3,10,2012,1
7344.957083215721,0,1,1,FOOD SERVICE,3,10,2012,2
12654.32438961851,0,1,1,FOOD SERVICE,3,10,2012,3
8088.8020619394265,0,1,1,FOOD SERVICE,3,10,2012,4
10070.369517194433,0,1,1,FOOD SERVICE,3,10,2012,5
10269.282054070592,0,1,1,FOOD SERVICE,3,10,2012,6
13157.838282039209,0,1,1,FOOD SERVICE,3,10,2012,7
10114.855302415437,0,1,1,FOOD SERVICE,3,10,2012,8
12951.103315859731,0,1,1,FOOD SERVICE,3,10,2012,9
10515.32598704893,0,1,1,FOOD SERVICE,3,10,2012,10
11994.73080439403,0,1,1,FOOD SERVICE,3,10,2012,11
6823.530708727739,0,1,1,FOOD SERVICE,3,10,2012,12
11351.626079168653,0,1,1,FOOD SERVICE,3,10,2013,1
7531.904863658401,0,1,1,FOOD SERVICE,3,10,2013,2
8842.79814112041,0,1,1,FOOD SERVICE,3,10,2013,3
13634.144554216606,0,1,1,FOOD SERVICE,3,10,2013,4
11155.921596350836,0,1,1,FOOD SERVICE,3,10,2013,5
9960.177730197856,0,1,1,FOOD SERVICE,3,10,2013,6
12068.74105700547,0,1,1,FOOD SERVICE,3,10,2013,7
8547.989363840006,0,1,1,FOOD SERVICE,3,10,2013,8
11102.555573038364,0,1,1,FOOD SERVICE,3,10,2013,9
8033.962613533948,0,1,1,FOOD SERVICE,3,10,2013,10
12846.390746736786,0,1,1,FOOD SERVICE,3,10,2013,11
8600.19373414074,0,1,1,FOOD SERVICE,3,10,2013,12
11328.064235885788,0,1,1,FOOD SERVICE,3,10,2014,1
8276.07750226628,0,1,1,FOOD SERVICE,3,10,2014,2
8932.332534829382,0,1,1,FOOD SERVICE,3,10,2014,3
20541.424790085137,0,1,1,FOOD SERVICE,3,10,2014,4
8935.408614556747,0,1,1,FOOD SERVICE,3,10,2014,5
8501.036911946263,0,1,1,FOOD SERVICE,3,10,2014,6
15242.135323455774,0,1,1,FOOD SERVICE,3,10,2014,7
11212.391815313502,0,1,1,FOOD SERVICE,3,10,2014,8
7530.234170503971,0,1,1,FOOD SERVICE,3,10,2014,9
10099.614576105852,0,1,1,FOOD SERVICE,3,10,2014,10
15800.979023708185,0,1,1,FOOD SERVICE,3,10,2014,11
6695.9279725537435,0,1,1,FOOD SERVICE,3,10,2014,12
7350.978714474622,0,1,1,FOOD SERVICE,3,10,2015,1
8584.26403949563,0,1,1,FOOD SERVICE,3,10,2015,2
7369.924750373146,0,1,1,FOOD SERVICE,3,10,2015,3
9747.000613830325,0,1,1,FOOD SERVICE,3,10,2015,4
7705.094472907495,0,1,1,FOOD SERVICE,3,10,2015,5
10679.963499167892,0,1,1,FOOD SERVICE,3,10,2015,6
8980.595282887736,0,1,1,FOOD SERVICE,3,10,2015,7
8992.549635136616,0,1,1,FOOD SERVICE,3,10,2015,8
8189.940516476344,0,1,1,FOOD SERVICE,3,10,2015,9
11538.366838494343,0,1,1,FOOD SERVICE,3,10,2015,10
8199.249281999686,0,1,1,FOOD SERVICE,3,10,2015,11
9130.956169693536,0,1,1,FOOD SERVICE,3,10,2015,12
10450.035970474746,0,1,1,FOOD SERVICE,3,10,2016,1
5534.56363748087,0,1,1,FOOD SERVICE,3,10,2016,2
9981.93158192583,0,1,1,FOOD SERVICE,3,10,2016,3
8909.451443338263,0,1,1,FOOD SERVICE,3,10,2016,4
6986.032434854209,0,1,1,FOOD SERVICE,3,10,2016,5
11300.084526357261,0,1,1,FOOD SERVICE,3,10,2016,6
10006.677827048688,0,1,1,FOOD SERVICE,3,10,2016,7
8010.415262342338,0,1,1,FOOD SERVICE,3,10,2016,8
9148.140832992598,0,1,1,FOOD SERVICE,3,10,2016,9
12354.192539697407,0,1,1,FOOD SERVICE,3,10,2016,10
8552.823753495373,0,1,1,FOOD SERVICE,3,10,2016,11
12067.992306916714,0,1,1,FOOD SERVICE,3,10,2016,12
4872.272348340194,0,1,1,FOOD SERVICE,3,10,2017,1
5275.385353132578,0,1,1,FOOD SERVICE,3,10,2017,2
8414.81985032099,0,1,1,FOOD SERVICE,3,10,2017,3
10599.106681362564,0,1,1,FOOD SERVICE,3,10,2017,4
5848.181157618808,0,1,1,FOOD SERVICE,3,10,2017,5
11652.256621131211,0,1,1,FOOD SERVICE,3,10,2017,6
6348.138036139673,0,1,1,FOOD SERVICE,3,10,2017,7
9232.16547049917,0,1,1,FOOD SERVICE,3,10,2017,8
3698.2736300745555,0,1,1,FOOD SERVICE,3,10,2017,9
11335.224597522383,0,1,1,FOOD SERVICE,3,10,2017,10
6431.451613775022,0,1,1,FOOD SERVICE,3,10,2017,11
6730.136699376246,0,1,1,FOOD SERVICE,3,10,2017,12
9273.631317745714,0,1,1,FOOD SERVICE,3,10,2018,1
5293.098409568583,0,1,1,FOOD SERVICE,3,10,2018,2
6449.848195604037,0,1,1,FOOD SERVICE,3,10,2018,3
11000.771156865805,0,1,1,FOOD SERVICE,3,10,2018,4
4767.82611265516,0,1,1,FOOD SERVICE,3,10,2018,5
10987.942410485592,0,1,1,FOOD SERVICE,3,10,2018,6
7035.841286887316,0,1,1,FOOD SERVICE,3,10,2018,7
5254.100098868851,0,1,1,FOOD SERVICE,3,10,2018,8
6142.602184927724,0,1,1,FOOD SERVICE,3,10,2018,9
8278.521861193065,0,1,1,FOOD SERVICE,3,10,2018,10
10509.95801805109,0,1,1,FOOD SERVICE,3,10,2018,11
5190.606181931639,0,1,1,FOOD SERVICE,3,10,2018,12
3218.403979213313,0,1,1,FOOD SERVICE,3,10,2019,1
7213.17036138481,0,1,1,FOOD SERVICE,3,10,2019,2
9675.392482257645,0,1,1,FOOD SERVICE,3,10,2019,3
5202.479250318769,0,1,1,FOOD SERVICE,3,10,2019,4
3917.096741570479,0,1,1,FOOD SERVICE,3,10,2019,5
9384.18975345758,0,1,1,FOOD SERVICE,3,10,2019,6
5583.959570906855,0,1,1,FOOD SERVICE,3,10,2019,7
6078.295314595044,0,1,1,FOOD SERVICE,3,10,2019,8
7817.759258060935,0,1,1,FOOD SERVICE,3,10,2019,9
7542.989870542493,0,1,1,FOOD SERVICE,3,10,2019,10
6835.954584323993,0,1,1,FOOD SERVICE,3,10,2019,11
4082.4178892386994,0,1,1,FOOD SERVICE,3,10,2019,12
3994.724091367871,0,1,1,FOOD SERVICE,3,10,2020,1
7566.826916454656,0,1,1,FOOD SERVICE,3,10,2020,2
6843.434813707301,0,1,1,FOOD SERVICE,3,10,2020,3
7137.3989092288375,0,1,1,FOOD SERVICE,3,10,2020,4
2234.4101794603184,0,1,2,FOOD SERVICE,3,10,2010,1
1870.4156739762377,0,1,2,FOOD SERVICE,3,10,2010,2
3574.526911680296,0,1,2,FOOD SERVICE,3,10,2010,3
1944.30616498614,0,1,2,FOOD SERVICE,3,10,2010,4
3510.9405161682803,0,1,2,FOOD SERVICE,3,10,2010,5
3175.5732827054894,0,1,2,FOOD SERVICE,3,10,2010,6
3808.4611005227616,0,1,2,FOOD SERVICE,3,10,2010,7
2743.15823982402,0,1,2,FOOD SERVICE,3,10,2010,8
1974.708442875935,0,1,2,FOOD SERVICE,3,10,2010,9
1258.87178792442,0,1,2,FOOD SERVICE,3,10,2010,10
2995.6517284869883,0,1,2,FOOD SERVICE,3,10,2010,11
2399.1142891793843,0,1,2,FOOD SERVICE,3,10,2010,12
2180.8263668660657,0,1,2,FOOD SERVICE,3,10,2011,1
2418.8274580015063,0,1,2,FOOD SERVICE,3,10,2011,2
1928.5858917796368,0,1,2,FOOD SERVICE,3,10,2011,3
3450.1805692698886,0,1,2,FOOD SERVICE,3,10,2011,4
3387.5644255177194,0,1,2,FOOD SERVICE,3,10,2011,5
1369.0332084912147,0,1,2,FOOD SERVICE,3,10,2011,6
4471.28993576525,0,1,2,FOOD SERVICE,3,10,2011,7
2452.3728283843616,0,1,2,FOOD SERVICE,3,10,2011,8
1501.6144385750438,0,1,2,FOOD SERVICE,3,10,2011,9
2576.7086064756254,0,1,2,FOOD SERVICE,3,10,2011,10
1073.0856824525595,0,1,2,FOOD SERVICE,3,10,2011,11
1275.6280022218994,0,1,2,FOOD SERVICE,3,10,2011,12
3448.754180853662,0,1,2,FOOD SERVICE,3,10,2012,1
2050.4540388615164,0,1,2,FOOD SERVICE,3,10,2012,2
3720.84723785067,0,1,2,FOOD SERVICE,3,10,2012,3
2884.548239061379,0,1,2,FOOD SERVICE,3,10,2012,4
2245.735396856894,0,1,2,FOOD SERVICE,3,10,2012,5
2833.822988558407,0,1,2,FOOD SERVICE,3,10,2012,6
3921.9000754800945,0,1,2,FOOD SERVICE,3,10,2012,7
2971.5321031509275,0,1,2,FOOD SERVICE,3,10,2012,8
2297.8440131368675,0,1,2,FOOD SERVICE,3,10,2012,9
3378.5891002269354,0,1,2,FOOD SERVICE,3,10,2012,10
2572.0264313432954,0,1,2,FOOD SERVICE,3,10,2012,11
2171.407184844175,0,1,2,FOOD SERVICE,3,10,2012,12
2428.5859272224284,0,1,2,FOOD SERVICE,3,10,2013,1
2450.8310783453785,0,1,2,FOOD SERVICE,3,10,2013,2
1879.504201032106,0,1,2,FOOD SERVICE,3,10,2013,3
3311.194320530249,0,1,2,FOOD SERVICE,3,10,2013,4
3295.4921611620466,0,1,2,FOOD SERVICE,3,10,2013,5
2570.8124283856937,0,1,2,FOOD SERVICE,3,10,2013,6
4173.78688143768,0,1,2,FOOD SERVICE,3,10,2013,7
2706.991068479324,0,1,2,FOOD SERVICE,3,10,2013,8
3242.8921686312365,0,1,2,FOOD SERVICE,3,10,2013,9
2152.406062791895,0,1,2,FOOD SERVICE,3,10,2013,10
2960.74928021031,0,1,2,FOOD SERVICE,3,10,2013,11
2433.349555689883,0,1,2,FOOD SERVICE,3,10,2013,12
2578.5047100050615,0,1,2,FOOD SERVICE,3,10,2014,1
1497.2828241854188,0,1,2,FOOD SERVICE,3,10,2014,2
2189.8610557378506,0,1,2,FOOD SERVICE,3,10,2014,3
